timestamp,dc,bytesDownloaded
1745929431903,10,0
1745929432910,10,152350
1745929433904,10,434700
1745929434911,10,707900
1745929435906,10,935050
1745929436918,10,1053650
1745929437914,10,1325300
1745929438908,10,1562650
