timestamp,active,P,T,Cs
1745929590975,0,0.200,10,5
1745929591966,0,0.200,10,5
1745929592974,0,0.200,10,5
1745929593968,0,0.200,10,5
1745929594977,0,0.200,10,5
1745929595971,0,0.200,10,5
1745929596964,0,0.200,10,5
1745929597976,0,0.200,10,5
1745929598973,0,0.200,10,5
1745929599973,0,0.200,10,5
1745929600973,0,0.200,10,5
1745929601968,0,0.200,10,5
1745929602964,0,0.200,10,5
1745929603979,0,0.200,10,5
1745929604974,0,0.200,10,5
1745929605978,0,0.200,10,5
1745929606976,0,0.200,10,5
1745929607975,0,0.200,10,5
1745929608974,0,0.200,10,5
1745929609971,0,0.200,10,5
1745929610974,0,0.200,10,5
1745929611971,0,0.200,10,5
1745929612969,0,0.200,10,5
1745929613970,0,0.200,10,5
1745929614972,0,0.200,10,5
1745929615973,0,0.200,10,5
1745929616969,0,0.200,10,5
1745929617966,0,0.200,10,5
1745929618966,0,0.200,10,5
1745929619978,0,0.200,10,5
1745929620975,0,0.200,10,5
1745929621971,0,0.200,10,5
1745929622968,0,0.200,10,5
1745929623964,0,0.200,10,5
1745929624965,0,0.200,10,5
1745929625978,0,0.200,10,5
1745929626975,0,0.200,10,5
1745929627969,0,0.200,10,5
1745929628978,0,0.200,10,5
1745929629970,0,0.200,10,5
1745929630976,0,0.200,10,5
1745929631974,0,0.200,10,5
1745929632969,0,0.200,10,5
1745929633975,0,0.200,10,5
1745929634971,0,0.200,10,5
1745929635977,0,0.200,10,5
1745929636973,0,0.200,10,5
1745929637967,0,0.200,10,5
1745929638975,0,0.200,10,5
1745929639968,0,0.200,10,5
1745929640973,0,0.200,10,5
1745929641979,0,0.200,10,5
1745929642966,0,0.200,10,5
1745929643971,0,0.200,10,5
1745929644980,0,0.200,10,5
1745929645973,0,0.200,10,5
1745929646966,0,0.200,10,5
1745929647973,0,0.200,10,5
1745929648969,0,0.200,10,5
1745929649973,0,0.200,10,5
1745929650965,0,0.200,10,5
1745929651973,0,0.200,10,5
1745929652979,0,0.200,10,5
1745929653973,0,0.200,10,5
1745929654972,0,0.200,10,5
1745929655976,0,0.200,10,5
1745929656971,0,0.200,10,5
1745929657967,0,0.200,10,5
1745929658979,0,0.200,10,5
1745929659978,0,0.200,10,5
1745929660977,0,0.200,10,5
1745929661973,0,0.200,10,5
1745929662971,0,0.200,10,5
1745929663971,0,0.200,10,5
1745929664976,0,0.200,10,5
1745929665967,0,0.200,10,5
1745929666966,0,0.200,10,5
1745929667967,0,0.200,10,5
1745929668965,0,0.200,10,5
1745929669977,0,0.200,10,5
1745929670978,0,0.200,10,5
1745929671976,0,0.200,10,5
1745929672972,0,0.200,10,5
1745929673978,0,0.200,10,5
1745929674965,0,0.200,10,5
1745929675974,0,0.200,10,5
1745929676970,0,0.200,10,5
1745929677975,0,0.200,10,5
1745929678972,0,0.200,10,5
1745929679969,0,0.200,10,5
1745929680967,0,0.200,10,5
1745929681965,0,0.200,10,5
1745929682978,0,0.200,10,5
1745929683968,0,0.200,10,5
1745929684978,0,0.200,10,5
1745929685975,0,0.200,10,5
1745929686972,0,0.200,10,5
1745929687966,0,0.200,10,5
1745929688974,0,0.200,10,5
1745929689967,0,0.200,10,5
1745929690977,0,0.200,10,5
1745929691967,0,0.200,10,5
1745929692975,0,0.200,10,5
1745929693976,0,0.200,10,5
1745929694966,0,0.200,10,5
1745929695972,0,0.200,10,5
1745929696980,0,0.200,10,5
1745929697969,0,0.200,10,5
1745929698974,0,0.200,10,5
1745929699967,0,0.200,10,5
1745929700973,0,0.200,10,5
1745929701979,0,0.200,10,5
1745929702973,0,0.200,10,5
1745929703969,0,0.200,10,5
1745929704978,0,0.200,10,5
1745929705979,0,0.200,10,5
1745929706981,0,0.200,10,5
1745929707973,0,0.200,10,5
1745929708966,0,0.200,10,5
1745929709971,0,0.200,10,5
1745929710976,0,0.200,10,5
1745929711968,0,0.200,10,5
1745929712975,0,0.200,10,5
1745929713971,0,0.200,10,5
1745929714977,0,0.200,10,5
1745929715971,0,0.200,10,5
1745929716976,0,0.200,10,5
1745929717972,0,0.200,10,5
1745929718980,0,0.200,10,5
1745929719971,0,0.200,10,5
1745929720971,0,0.200,10,5
1745929721979,0,0.200,10,5
1745929722973,0,0.200,10,5
1745929723975,0,0.200,10,5
1745929724967,0,0.200,10,5
1745929725969,0,0.200,10,5
1745929726975,0,0.200,10,5
1745929727972,0,0.200,10,5
1745929728977,0,0.200,10,5
1745929729968,0,0.200,10,5
1745929730978,0,0.200,10,5
1745929731980,0,0.200,10,5
1745929732975,0,0.200,10,5
1745929733966,0,0.200,10,5
1745929734971,0,0.200,10,5
1745929735966,0,0.200,10,5
1745929736970,0,0.200,10,5
1745929737978,0,0.200,10,5
1745929738970,0,0.200,10,5
1745929739972,0,0.200,10,5
1745929740966,0,0.200,10,5
1745929741968,0,0.200,10,5
1745929742971,0,0.200,10,5
1745929743976,0,0.200,10,5
1745929744967,0,0.200,10,5
1745929745976,0,0.200,10,5
1745929746970,0,0.200,10,5
1745929747980,0,0.200,10,5
1745929748974,0,0.200,10,5
1745929749969,0,0.200,10,5
1745929750971,0,0.200,10,5
1745929751980,0,0.200,10,5
1745929752971,0,0.200,10,5
1745929753979,0,0.200,10,5
1745929754973,0,0.200,10,5
1745929755968,0,0.200,10,5
1745929756979,0,0.200,10,5
1745929757972,0,0.200,10,5
1745929758972,0,0.200,10,5
1745929759973,0,0.200,10,5
1745929760970,0,0.200,10,5
1745929761980,0,0.200,10,5
1745929762977,0,0.200,10,5
1745929763978,0,0.200,10,5
1745929764977,0,0.200,10,5
1745929765971,0,0.200,10,5
1745929766968,0,0.200,10,5
1745929767966,0,0.200,10,5
1745929768977,0,0.200,10,5
1745929769971,0,0.200,10,5
1745929770971,0,0.200,10,5
1745929771968,0,0.200,10,5
1745929772974,0,0.200,10,5
1745929773966,0,0.200,10,5
1745929774975,0,0.200,10,5
1745929775966,0,0.200,10,5
1745929776977,0,0.200,10,5
1745929777972,0,0.200,10,5
1745929778966,0,0.200,10,5
1745929779971,0,0.200,10,5
1745929780967,0,0.200,10,5
1745929781974,0,0.200,10,5
1745929782968,0,0.200,10,5
1745929783977,0,0.200,10,5
1745929784971,0,0.200,10,5
1745929785966,0,0.200,10,5
1745929786979,0,0.200,10,5
1745929787970,0,0.200,10,5
1745929788967,0,0.200,10,5
1745929789973,0,0.200,10,5
1745929790977,0,0.200,10,5
1745929791973,0,0.200,10,5
1745929792982,0,0.200,10,5
1745929793966,0,0.200,10,5
1745929794976,0,0.200,10,5
1745929795972,0,0.200,10,5
1745929796981,0,0.200,10,5
1745929797977,0,0.200,10,5
1745929798975,0,0.200,10,5
1745929799975,0,0.200,10,5
1745929800976,0,0.200,10,5
1745929801976,0,0.200,10,5
1745929802974,0,0.200,10,5
1745929803975,0,0.200,10,5
1745929804974,0,0.200,10,5
1745929805973,0,0.200,10,5
1745929806976,0,0.200,10,5
1745929807979,0,0.200,10,5
1745929808979,0,0.200,10,5
1745929809976,0,0.200,10,5
1745929810980,0,0.200,10,5
1745929811983,0,0.200,10,5
1745929812969,0,0.200,10,5
1745929813972,0,0.200,10,5
1745929814973,0,0.200,10,5
1745929815976,0,0.200,10,5
1745929816970,0,0.200,10,5
1745929817980,0,0.200,10,5
1745929818976,0,0.200,10,5
1745929819981,0,0.200,10,5
1745929820977,0,0.200,10,5
1745929821979,0,0.200,10,5
1745929822977,0,0.200,10,5
1745929823973,0,0.200,10,5
1745929824972,0,0.200,10,5
1745929825975,0,0.200,10,5
1745929826976,0,0.200,10,5
1745929827973,0,0.200,10,5
1745929828971,0,0.200,10,5
1745929829967,0,0.200,10,5
1745929830981,0,0.200,10,5
1745929831977,0,0.200,10,5
1745929832982,0,0.200,10,5
1745929833976,0,0.200,10,5
